name,latitude,longitude
죽현교차로삼거리(죽전신세계뒤,37.32056220742538,127.10836898375822
죽현교차로삼거리(죽전신세계뒤,37.320490048485226,127.10835855462892
죽전 삼성휴먼센터쪽-1,37.3146056635552,127.10997125885286
죽전 삼성휴먼센터쪽-2,37.314648504537914,127.10992619673658
풍덕천사거리(굴다리,37.32464201028909,127.1037776182686
풍덕 육교옆-1,37.326771261459996,127.10313459800522
풍덕 육교옆-2 ,37.32709339483041,127.10311811380251
신나라삼거리(KT,37.333220439867624,127.10308417342828
알뜰시장 앞 ,37.32612818226301,127.09641760385341
우성빌라 삼거리-1 ,37.33103747779133,127.09803460870627
우성빌라 삼거리-2,37.331066756611655,127.09804028854398
한국통신버스정류장-1,37.333382808837264,127.10024930721307
한국통신버스정류장-2,37.3333851068145,127.10019571158436
삼익APT (물류센터,37.33345450361719,127.09802364460684
삼익APT (물류센터,37.33377662192274,127.09802406315513
한국도자기 사거리,37.335977380765144,127.09803538615715
동천동 현대APT 앞 ,37.337716407878375,127.09798968686961
수지고등학교 삼거리,37.3300303945257,127.09266802831421
수지중학교 삼거리,37.33305025988607,127.09373806462027
풍림APT 측면 (우성빌라삼거리,37.33077893708321,127.09742214052626
수지성당앞 육교옆,37.32408913664484,127.08835080053276
신봉동 대광교회 앞 ,37.321943808054726,127.08007841911743
신봉동 엘지빌리지 5차-1 ,37.32398214091473,127.07500109701786
신봉동 엘지빌리지 5차-2,37.32395564260536,127.0750691146462
태영APT (이마트근처,37.31505664854966,127.08155741022742
수지 이마트-1,37.318632263457715,127.08369069983247
수지 이마트-2,37.31866376169598,127.08374432299027
토월초등학교 앞 ,37.32521568255102,127.0909866327944
수지로얄스포츠센타 뒷편,37.32362229308559,127.0948912682797
신월초등학교,37.321918321697055,127.09334064126581
수지우체국옆,37.32086369449513,127.0966675450665
정평중 정문앞 ,37.318473444060594,127.08835550866475
풍덕고(열병합,37.31671755052353,127.08985670553745
상현지하차도-2 (버스정류장,37.310915307383354,127.0831209365514
두산연구소 사거리-1 ,37.31229991338246,127.080931168924
두산연구소 사거리-2,37.31212407659758,127.08112839367055
광교중앙로삼거리-1 (벤츠매장옆,37.300841499542294,127.06950446921772
광교중앙로삼거리-2 (벤츠매장옆,37.30086174137464,127.06955806345007
풍덕고(열병합,37.316669708788865,127.09056173826664
보정동 한화생명연수원앞-1,37.31172245047943,127.10229177605571
보정동 한화생명연수원앞-2,37.31166839503876,127.102292418836
보정동 솔뫼마을입구-1,37.30882796013967,127.10223304419925
보정동 솔뫼마을입구-2,37.30827606954575,127.10224075711848
보정동 소실마을입구-1,37.301808938463736,127.10218124547974
보정동 소실마을입구-2,37.30177966699901,127.10216710686659
흥덕마을13단지 사거리(나주집앞,37.27430537089404,127.09033620250771
흥덕 휴먼시아1단지(뒤,37.27608348643047,127.06905041708022
아모레 퍼시픽 (흥덕지구,37.269177505043736,127.06819571567655
아모레 퍼시픽 (흥덕지구,37.26923831717471,127.06820986346584
녹십자삼거리 신갈-용인방향,37.2751634749019,127.11398703754086
